;;0114 Upplands Väsby;0115 Vallentuna;0117 Österåker;0120 Värmdö;0123 Järfälla;0125 Ekerö;0126 Huddinge;0127 Botkyrka;0128 Salem;0136 Haninge;0138 Tyresö;0139 Upplands-Bro;0140 Nykvarn;0160 Täby;0162 Danderyd;0163 Sollentuna;0180 Stockholm;0181 Södertälje;0182 Nacka;0183 Sundbyberg;0184 Solna;0186 Lidingö;0187 Vaxholm;0188 Norrtälje;0191 Sigtuna;0192 Nynäshamn;0305 Håbo;0319 Älvkarleby;0330 Knivsta;0331 Heby;0360 Tierp;0380 Uppsala;0381 Enköping;0382 Östhammar;0428 Vingåker;0461 Gnesta;0480 Nyköping;0481 Oxelösund;0482 Flen;0483 Katrineholm;0484 Eskilstuna;0486 Strängnäs;0488 Trosa;0509 Ödeshög;0512 Ydre;0513 Kinda;0560 Boxholm;0561 Åtvidaberg;0562 Finspång;0563 Valdemarsvik;0580 Linköping;0581 Norrköping;0582 Söderköping;0583 Motala;0584 Vadstena;0586 Mjölby;0604 Aneby;0617 Gnosjö;0642 Mullsjö;0643 Habo;0662 Gislaved;0665 Vaggeryd;0680 Jönköping;0682 Nässjö;0683 Värnamo;0684 Sävsjö;0685 Vetlanda;0686 Eksjö;0687 Tranås;0760 Uppvidinge;0761 Lessebo;0763 Tingsryd;0764 Alvesta;0765 Älmhult;0767 Markaryd;0780 Växjö;0781 Ljungby;0821 Högsby;0834 Torsås;0840 Mörbylånga;0860 Hultsfred;0861 Mönsterås;0862 Emmaboda;0880 Kalmar;0881 Nybro;0882 Oskarshamn;0883 Västervik;0884 Vimmerby;0885 Borgholm;0980 Gotland;1060 Olofström;1080 Karlskrona;1081 Ronneby;1082 Karlshamn;1083 Sölvesborg;1214 Svalöv;1230 Staffanstorp;1231 Burlöv;1233 Vellinge;1256 Östra Göinge;1257 Örkelljunga;1260 Bjuv;1261 Kävlinge;1262 Lomma;1263 Svedala;1264 Skurup;1265 Sjöbo;1266 Hörby;1267 Höör;1270 Tomelilla;1272 Bromölla;1273 Osby;1275 Perstorp;1276 Klippan;1277 Åstorp;1278 Båstad;1280 Malmö;1281 Lund;1282 Landskrona;1283 Helsingborg;1284 Höganäs;1285 Eslöv;1286 Ystad;1287 Trelleborg;1290 Kristianstad;1291 Simrishamn;1292 Ängelholm;1293 Hässleholm;1315 Hylte;1380 Halmstad;1381 Laholm;1382 Falkenberg;1383 Varberg;1384 Kungsbacka;1401 Härryda;1402 Partille;1407 Öckerö;1415 Stenungsund;1419 Tjörn;1421 Orust;1427 Sotenäs;1430 Munkedal;1435 Tanum;1438 Dals-Ed;1439 Färgelanda;1440 Ale;1441 Lerum;1442 Vårgårda;1443 Bollebygd;1444 Grästorp;1445 Essunga;1446 Karlsborg;1447 Gullspång;1452 Tranemo;1460 Bengtsfors;1461 Mellerud;1462 Lilla Edet;1463 Mark;1465 Svenljunga;1466 Herrljunga;1470 Vara;1471 Götene;1472 Tibro;1473 Töreboda;1480 Göteborg;1481 Mölndal;1482 Kungälv;1484 Lysekil;1485 Uddevalla;1486 Strömstad;1487 Vänersborg;1488 Trollhättan;1489 Alingsås;1490 Borås;1491 Ulricehamn;1492 Åmål;1493 Mariestad;1494 Lidköping;1495 Skara;1496 Skövde;1497 Hjo;1498 Tidaholm;1499 Falköping;1715 Kil;1730 Eda;1737 Torsby;1760 Storfors;1761 Hammarö;1762 Munkfors;1763 Forshaga;1764 Grums;1765 Årjäng;1766 Sunne;1780 Karlstad;1781 Kristinehamn;1782 Filipstad;1783 Hagfors;1784 Arvika;1785 Säffle;1814 Lekeberg;1860 Laxå;1861 Hallsberg;1862 Degerfors;1863 Hällefors;1864 Ljusnarsberg;1880 Örebro;1881 Kumla;1882 Askersund;1883 Karlskoga;1884 Nora;1885 Lindesberg;1904 Skinnskatteberg;1907 Surahammar;1960 Kungsör;1961 Hallstahammar;1962 Norberg;1980 Västerås;1981 Sala;1982 Fagersta;1983 Köping;1984 Arboga;2021 Vansbro;2023 Malung-Sälen;2026 Gagnef;2029 Leksand;2031 Rättvik;2034 Orsa;2039 Älvdalen;2061 Smedjebacken;2062 Mora;2080 Falun;2081 Borlänge;2082 Säter;2083 Hedemora;2084 Avesta;2085 Ludvika;2101 Ockelbo;2104 Hofors;2121 Ovanåker;2132 Nordanstig;2161 Ljusdal;2180 Gävle;2181 Sandviken;2182 Söderhamn;2183 Bollnäs;2184 Hudiksvall;2260 Ånge;2262 Timrå;2280 Härnösand;2281 Sundsvall;2282 Kramfors;2283 Sollefteå;2284 Örnsköldsvik;2303 Ragunda;2305 Bräcke;2309 Krokom;2313 Strömsund;2321 Åre;2326 Berg;2361 Härjedalen;2380 Östersund;2401 Nordmaling;2403 Bjurholm;2404 Vindeln;2409 Robertsfors;2417 Norsjö;2418 Malå;2421 Storuman;2422 Sorsele;2425 Dorotea;2460 Vännäs;2462 Vilhelmina;2463 Åsele;2480 Umeå;2481 Lycksele;2482 Skellefteå;2505 Arvidsjaur;2506 Arjeplog;2510 Jokkmokk;2513 Överkalix;2514 Kalix;2518 Övertorneå;2521 Pajala;2523 Gällivare;2560 Älvsbyn;2580 Luleå;2581 Piteå;2582 Boden;2583 Haparanda;2584 Kiruna
;15-24 år;5516;4126;5752;5403;10030;3451;14210;11885;2224;11289;6014;3774;1390;9091;4612;9458;99577;12156;12597;4681;7555;5801;1441;6044;6036;3005;2716;964;2487;1431;2139;34464;5206;2104;993;1121;6208;1109;1719;3986;12965;4070;1391;519;344;986;506;1118;2154;666;24297;17273;1372;4646;635;3067;653;1130;814;1384;3420;1612;18259;3632;3800;1336;2896;1899;2149;985;907;1190;2258;1822;1072;13265;2931;529;702;1339;1347;1302;973;8892;2043;2836;3489;1580;882;6266;1321;8268;3106;3399;1782;1580;2936;2238;4053;1633;1114;1827;3714;2805;2423;1817;1891;1554;1666;1405;1371;1399;841;1985;1966;1387;38207;22013;5107;17172;2848;4097;3123;4868;10023;1618;4515;5679;1198;12571;2635;4763;6862;10230;4599;4432;1469;3252;1547;1423;735;1084;1169;445;632;3656;5049;1337;1017;584;523;671;470;1244;869;902;1382;3869;1052;993;1697;1282;1186;989;70009;7857;5198;1267;6365;1259;4397;7301;4551;13890;2649;1293;2534;4429;2136;6947;857;1310;3912;1188;722;1004;350;1600;353;1151;833;1044;1359;12628;2401;1095;999;2583;1569;763;503;1655;954;717;400;21043;2453;1143;3332;1032;2410;424;993;936;1738;568;18272;2316;1417;2834;1467;725;982;999;1507;1029;697;694;932;2107;6548;6238;979;1511;2236;2615;508;935;1126;884;1967;12201;4246;2466;2681;4018;885;1944;2521;11365;1781;1777;5646;449;578;1600;1034;1260;707;919;7543;727;236;540;636;357;315;523;192;191;1011;735;273;18412;1337;7882;625;229;399;265;1506;359;568;1574;839;10197;4563;3091;915;2378
;25-34 år;6587;3684;5223;4871;12798;2181;15216;13278;1869;14765;5421;4491;1254;7887;2940;9053;177986;15020;12684;12069;19247;4804;877;7559;7113;3766;2543;1081;2413;1743;2541;41617;6140;2516;957;1225;6885;1381;1538;4184;13975;4064;1546;545;312;1068;603;1281;2509;725;25833;20819;1474;4930;716;3671;822;1062;862;1424;3344;1793;22142;3929;4189;1314;3208;2104;2280;1099;852;1249;2247;2067;1156;14108;3367;493;679;1454;1456;1440;902;10537;2339;3310;3808;1850;781;6914;1542;8303;3040;3742;1892;1790;2549;2552;2643;1685;1209;2000;3094;1444;2387;1932;2205;1842;1869;1494;1282;1411;899;2159;1973;1408;65580;19681;5714;21390;2426;4239;3281;5583;10987;1687;5024;6321;1138;14513;2849;5561;7905;7829;3888;4484;1051;3179;1436;1341;789;1228;1302;526;711;4053;3887;1519;985;614;597;745;440;1234;954;1004;1842;4028;1185;1101;1858;1359;1336;980;110184;10524;6296;1350;7395;1628;4822;8526;4865;16195;2880;1271;2963;4878;2289;8884;1027;1549;3928;1314;1055;1184;393;1566;405;1301;1077;1124;1529;14366;2650;1136;1172;2868;1620;1071;522;1957;968;733;426;23461;2709;1149;3768;1085;2624;437;1131;915;2122;579;22639;2629;1509;3110;1669;751;1167;1135;1517;1116;841;728;1030;2302;7344;7116;1258;1713;2693;3150;594;1115;1286;1058;1945;14026;4563;2712;3010;4231;991;2016;2795;12596;1760;1865;6299;550;604;1470;1206;1796;742;1138;8866;713;274;522;699;396;317;552;243;224;1079;722;292;21865;1537;9377;698;266;517;306;1649;353;565;2299;946;10994;5142;3479;853;3229
;35-44 år;7334;4778;6447;5907;12345;3867;17212;13905;2259;14215;6418;4616;1565;9583;3551;10783;151320;14241;15006;9103;14542;6073;1241;7210;7613;3534;2825;1015;3011;1603;2458;31655;5788;2267;843;1417;6870;1354;1491;3759;13313;4748;1714;579;323;1033;572;1179;2498;718;20666;18165;1716;4992;702;3403;795;1104;876;1871;3401;1887;17846;3802;4168;1253;2977;1979;1995;1040;988;1273;2441;2577;1193;12038;3205;583;671;1834;1450;1383;971;8714;2258;2952;3648;1663;988;6508;1326;7918;3331;3481;1833;1911;3859;2909;4554;1649;1180;1937;4372;3035;3438;2087;2296;1863;2161;1603;1508;1525;872;2031;2140;1576;54751;16087;6162;19297;3055;4494;3432;5670;10187;1618;5183;6051;1186;12904;2917;5384;8080;10292;5561;5892;1227;3355;1763;1449;846;1190;1359;514;681;4467;6175;1487;1286;547;633;727;446;1403;869;960;1955;4033;1188;1020;1781;1442;1287;948;86201;10080;5901;1408;6605;1671;4408;7071;5278;14494;2865;1177;2630;4610;2161;7063;1037;1353;3906;1435;953;1133;362;2334;363;1359;951;1072;1281;11405;2518;964;1085;2842;1460;1237;550;1990;885;610;404;19839;2832;1134;3139;1178;2636;407;1107;966;1838;613;20042;2630;1552;2940;1463;657;1083;1140;1718;1034;663;747;1175;2233;7457;6198;1316;1623;2541;3078;566;928;1187;911;1963;12449;4373;2371;2861;4037;845;1987;2820;11665;1714;1910;6426;530;543;1967;1109;1797;724;1067;7874;739;230;629;815;414;294;603;244;231;1090;632;249;17398;1329;8597;654;298;514;277;1499;331;462;2003;816;9339;4909;3097;909;2627
;45-54 år;6641;5331;7307;7069;10986;4666;16268;13190;2478;12869;7431;4074;1714;11026;4915;11103;125344;13595;15989;6556;9495;6961;1863;7353;6925;3849;3371;1213;2891;1599;2574;27322;5903;2537;1062;1477;6880;1317;1914;3995;13356;4992;1887;610;442;1196;668;1462;2699;852;19732;17736;1854;5579;893;3650;739;1295;914;1636;3857;1906;17381;3734;4352;1385;3365;2070;2318;1157;1020;1499;2355;2265;1236;11278;3692;652;845;1914;1545;1581;1129;8677;2368;3440;4290;1824;1157;7215;1578;8426;3617;3975;2226;1962;3792;2520;5693;1823;1257;2168;4996;3992;3267;2194;2456;2014;2251;1559;1617;1559;821;2312;2263;1898;42158;14668;5864;19458;3745;4642;3775;6030;10678;1997;5730;6465;1276;12543;3232;5484;8131;12550;6045;5382;1684;3835;1882;1895;1117;1250;1485;533;806;4362;6421;1516;1298;750;659;810;579;1433;1091;1018;1720;4453;1281;1154;2048;1639;1356;1046;71135;9617;6317;1632;6904;1709;4784;7232;5233;13984;3065;1504;2830;4982;2340;6536;1095;1521;3892;1444;997;1369;460;2312;408;1432;1060;1260;1641;11395;2871;1166;1322;3127;1853;1002;675;1986;1205;704;548;19084;3070;1268;3757;1294;2838;499;1218;1063;1915;597;19873;2702;1579;2999;1611;845;1291;1167;1907;1250;800;808;1273;2464;7233;6127;1321;1797;2694;3052;686;1111;1317;1131;2237;12898;4966;3060;3081;4596;1084;2393;2870;12916;2103;2100;6877;551;755;2025;1233;1548;728;1210;7706;858;264;615;707;438;311;613;275;262;1086;700;324;15179;1335;9010;648;296;510;304;1955;426;569;1900;963;9671;5354;3368;1002;2669
;55-64 år;5385;4206;5839;6006;8960;3734;12880;10691;1891;10311;6191;3315;1377;8907;3999;8947;112007;12157;12693;5398;8404;5666;1685;9131;5785;3817;2767;1325;1965;1991;2783;24144;5908;3007;1238;1448;7084;1506;2203;4360;12960;4838;1920;704;544;1347;792;1533;2872;1102;17854;17086;1915;5693;1086;3334;951;1198;876;1288;3950;1749;15992;3891;4526;1450;3477;2194;2227;1216;1027;1679;2426;2085;1260;10155;3738;821;1049;2009;2075;1794;1327;8103;2722;3388;5009;2071;1658;8376;1898;7738;3639;4298;2427;1728;2869;2222;4897;1834;1454;1990;3599;2953;2441;2142;2838;2101;2277;1814;1644;1669;964;2316;1825;2251;36275;12650;5675;17978;3640;4200;4185;6172;10569;2927;5581;6724;1380;12401;3468;5933;8387;10968;4671;4612;1935;3453;2350;2303;1337;1382;1807;616;903;3575;4914;1473;1176;804;771;924;810;1633;1341;1279;1890;4560;1486;1265;2103;1893;1435;1336;64195;7985;6193;2055;7150;1605;5163;7165;4843;13267;3242;1694;3332;5253;2430;6611;1167;1755;4179;1520;1224;1669;598;1923;538;1459;1292;1310;1995;11123;3373;1368;1881;3323;2142;963;863;2009;1386;963;707;16921;2384;1709;3924;1354;3063;692;1326;1210;2127;808;18617;2942;1656;3397;1921;954;1395;1412;2159;1514;980;1014;1593;2634;6870;6244;1450;2203;2915;3350;861;1372;1545;1330;2501;12760;5049;3544;3499;4879;1429;2346;3138;12296;2688;2594;6950;794;979;1916;1619;1439;1000;1453;7487;899;295;676;916;564;434;854;365;352;1064;882;368;13468;1549;9218;866;418;741;499;2220;610;800;2497;1054;9893;5333;3581;1322;3090
;65-74 år;3904;2694;4287;4376;6553;2404;8268;7293;1288;7263;3725;2402;946;6096;2748;5784;83686;8349;8937;4039;6570;4535;1372;8845;3711;3260;1962;1196;1524;1847;2517;21052;4863;3224;1229;1410;6596;1580;2345;4059;10675;4382;1880;742;602;1379;768;1483;2651;1214;14328;14128;1978;5276;1188;2989;872;1068;915;1237;3070;1500;13128;3414;3865;1359;3317;2301;2107;1133;1024;1719;2375;1804;1244;8979;3270;834;1060;2394;1903;1800;1249;7178;2350;3177;5252;1927;1997;8268;1602;7214;3467;3818;2301;1385;1972;1698;3799;1625;1245;1550;2878;2156;2095;1810;2374;1909;1903;1831;1541;1578;819;2026;1479;2376;28471;11016;4994;14470;3581;3262;4454;4943;9368;3433;5101;5776;1245;10478;3525;5750;8344;8248;3270;3468;1738;2705;2464;2429;1726;1297;2037;615;930;2718;3593;1354;1063;789;816;999;884;1511;1396;1306;1590;4205;1454;1234;2029;1796;1317;1295;49866;5717;4674;2255;6217;1601;4472;5697;4692;10795;2978;1610;3058;4668;2120;5634;1277;1505;3686;1482;1102;1688;623;1762;511;1277;1174;1265;1795;9821;3263;1480;1765;3422;2009;925;836;1899;1311;919;725;14682;2172;1706;3441;1424;2945;658;1208;1045;1855;803;14685;2941;1550;3118;1677;888;1371;1363;2321;1768;985;966;1658;2916;7000;5452;1574;2050;3013;3181;935;1308;1609;1367;2676;10549;4540;3638;3530;5002;1360;2114;3238;10804;2745;2801;7030;758;936;1804;1711;1220;1073;1505;7057;1039;329;791;991;600;444;880;375;391;930;925;438;11878;1524;9066;810;381;757;551;2279;837;1084;2249;1019;8405;5272;3662;1588;2425
;75-84 år;3284;2296;3814;3297;5327;2157;5988;5197;1354;5818;3554;1889;862;6091;2799;4810;54284;6159;7170;2366;4839;4111;1142;7239;2906;2720;1752;922;1006;1288;1994;15272;3786;2394;968;1103;5517;1395;1831;3043;8448;3508;1464;583;453;1038;561;1230;2128;1024;11055;10802;1467;3921;982;2398;571;762;725;922;2353;1136;10577;2634;2832;1005;2561;1673;1897;874;799;1276;1622;1303;972;6911;2635;576;771;1691;1447;1344;1012;5427;2040;2709;4320;1531;1632;6212;1389;5806;2910;3283;1826;1019;2101;1296;3863;1313;968;1168;2553;2332;1558;1258;1709;1283;1401;1357;1238;1292;602;1499;1122;1933;18806;8458;3707;10689;3106;2421;3491;3884;7372;2556;4104;4805;879;8364;2596;4349;6142;7116;2499;2460;1333;2221;1751;1846;1179;1024;1441;559;603;2339;3203;939;802;545;519;895;650;1117;1044;970;1077;2974;1017;891;1450;1320;1123;912;33212;4091;3871;1699;4562;1162;3587;4302;3738;8416;2327;1306;2676;3780;1663;4243;978;1217;2773;1174;770;1294;461;1262;386;1105;955;972;1280;7478;2523;1106;1306;2560;1645;686;588;1410;1092;800;580;11318;1876;1329;3162;1261;2406;522;1024;832;1576;611;12171;2202;1238;2425;1579;747;1056;1024;1917;1470;728;781;1226;2244;5223;4151;1135;1585;2235;2584;643;949;1276;999;2016;8455;3869;2748;2686;3898;955;1694;2665;8745;2022;2041;5307;552;702;1265;1321;760;777;1133;5482;747;255;571;673;426;306;620;261;288;770;664;333;8473;1134;6637;673;318;490;438;1774;572;774;1621;795;6329;3938;2702;1070;1800
;85-94 år;887;652;915;759;1772;582;1774;1390;373;1481;1102;483;174;1917;1050;1442;16841;1966;2128;660;1533;1424;236;2029;885;708;350;258;249;457;664;4664;1196;714;242;273;1780;434;519;1058;2624;919;323;183;129;346;161;376;711;253;4004;3378;411;1348;329;787;186;233;190;235;875;329;3710;868;985;400;901;582;691;306;269;510;634;503;381;2370;987;170;240;443;507;454;343;1932;732;854;1396;569;488;1967;528;1932;1007;1077;590;278;681;406;1009;405;289;288;681;747;455;371;518;444;428;421;364;527;213;491;311;644;6855;2636;1106;3491;909;826;1036;1249;2514;818;1420;1708;316;2905;781;1524;1994;2182;771;896;416;711;505;554;345;367;421;168;210;614;997;300;226;185;189;233;183;361;369;334;317;1064;314;268;476;392;386;267;10859;1481;1403;539;1743;360;1190;1466;1171;3005;729;471;854;1241;536;1499;295;449;1070;387;291;454;114;398;171;346;292;334;444;2646;823;400;482;1017;615;208;211;393;321;259;178;3331;464;367;986;332;691;139;303;241;516;166;3922;667;431;872;471;227;384;298;544;477;267;269;349;693;1654;1318;331;493;770;816;174;312;435;260;664;2632;1187;844;914;1126;327;472;832;2728;615;749;1737;200;192;323;450;229;261;393;1701;264;112;192;203;142;112;226;106;116;232;225;114;2637;380;2225;250;112;189;156;626;169;265;624;314;2104;1165;901;300;654
2022M09;5-14 år;6392;5119;6484;6236;10772;4583;16130;13047;2564;12874;6852;4520;1705;10384;4678;10483;106382;12673;15293;5872;7767;6565;1591;6835;7110;3575;3110;1159;3227;1691;2585;27496;6127;2459;1009;1495;7075;1387;1850;4226;13618;4971;1877;577;370;1117;618;1270;2594;721;19287;17721;1918;5149;704;3523;882;1123;933;2179;3714;1961;17414;4030;4195;1511;3470;2102;2144;1114;1148;1324;2726;2556;1194;11806;3196;676;718;2015;1648;1506;1044;8430;2368;3120;3839;1745;895;6644;1427;7685;3566;3641;1869;1939;4175;2731;5227;1874;1219;2153;4714;4033;3668;2049;2253;1892;2253;1577;1523;1628;998;2047;2324;1593;42249;14597;5930;18245;3407;4550;3390;5614;10422;1754;5190;6036;1320;12575;3065;5578;8027;11826;6093;5674;1483;3561;1808;1529;742;1238;1412;515;750;4575;6683;1629;1323;604;727;711;503;1418;931;1057;1823;4306;1294;1089;1868;1534;1323;994;64209;8854;6108;1454;7116;1654;4740;7279;5360;14093;2940;1347;2706;4619;2170;6656;1059;1487;4077;1518;969;1127;378;2613;397;1526;1003;1068;1421;10434;2584;1125;1083;2863;1586;1284;604;2013;984;730;381;19150;3100;1156;3319;1271;2710;450;1256;1067;2073;624;18955;2835;1719;3097;1539;736;1029;1357;1794;1006;652;713;1213;2208;7298;6474;1343;1713;2581;3154;620;1031;1274;1099;1955;11955;4467;2778;2976;4193;845;2013;2822;11323;1774;2028;6616;565;640;2233;1220;1487;735;938;7529;758;254;655;787;445;346;603;251;259;1200;652;266;15038;1497;8432;627;247;445;267;1520;339;586;1809;828;8369;4707;2861;1052;2479
;15-24 år;5524;4107;5708;5342;10067;3412;14179;11882;2216;11313;5977;3782;1377;9024;4562;9407;99906;12127;12464;4700;7658;5732;1427;6021;6039;2992;2696;966;2472;1429;2120;35095;5187;2093;985;1117;6152;1107;1693;3972;12930;4036;1383;508;339;982;500;1107;2131;672;24627;17260;1357;4602;627;3082;637;1120;807;1371;3386;1603;18404;3626;3762;1323;2876;1889;2139;983;907;1180;2246;1798;1069;13436;2887;528;702;1336;1335;1297;964;8933;2025;2806;3454;1580;872;6367;1306;8281;3109;3381;1772;1577;2917;2243;4027;1630;1109;1834;3701;2785;2409;1805;1876;1548;1667;1411;1365;1384;833;1962;1944;1392;38481;22688;5110;17121;2816;4082;3112;4847;9988;1615;4497;5638;1180;12654;2607;4740;6834;10131;4578;4408;1455;3241;1541;1416;736;1080;1169;438;630;3634;5000;1331;1013;580;523;666;471;1245;861;899;1379;3844;1048;987;1697;1269;1184;986;70818;7845;5177;1256;6343;1249;4360;7312;4531;13949;2628;1272;2522;4412;2106;6987;855;1302;3904;1180;707;997;343;1579;356;1147;826;1039;1357;12764;2376;1087;993;2583;1561;759;505;1642;945;704;399;21285;2446;1120;3319;1020;2402;423;987;921;1726;560;18287;2313;1410;2819;1460;720;984;991;1492;1026;691;689;927;2087;6537;6213;972;1502;2222;2591;504;928;1111;877;1964;12196;4222;2445;2670;4002;890;1917;2489;11335;1776;1759;5617;444;572;1591;1027;1271;698;920;7573;717;233;540;635;356;318;517;191;190;1006;733;272;18790;1327;7868;620;219;395;263;1512;352;557;1574;823;10293;4528;3088;907;2371
;25-34 år;6629;3702;5245;4854;12850;2168;15199;13279;1862;14838;5397;4533;1254;7916;2905;9049;178674;15046;12721;12103;19403;4816;877;7581;7104;3796;2537;1084;2421;1745;2550;41700;6135;2517;953;1235;6875;1385;1534;4192;13960;4084;1541;544;312;1062;599;1282;2512;715;25837;20832;1484;4926;711;3661;822;1047;866;1441;3337;1789;22122;3928;4194;1316;3210;2095;2281;1098;852;1241;2263;2069;1154;14129;3364;498;679;1453;1460;1444;902;10559;2341;3292;3810;1856;792;6926;1534;8317;3038;3727;1894;1808;2579;2570;2642;1677;1203;2000;3099;1444;2388;1949;2201;1841;1878;1489;1291;1410;900;2161;1976;1408;65876;19527;5730;21385;2425;4233;3295;5598;10985;1689;5034;6312;1136;14513;2857;5559;7914;7852;3871;4491;1057;3176;1435;1346;789;1219;1303;526;722;4051;3873;1530;980;610;595;741;443;1246;950;997;1839;4027;1180;1109;1865;1364;1337;979;110488;10546;6313;1336;7392;1626;4826;8546;4866;16196;2880;1271;2977;4862;2296;8887;1025;1554;3932;1322;1057;1179;392;1571;406;1303;1085;1127;1537;14344;2648;1138;1168;2861;1618;1064;518;1960;968;729;426;23446;2719;1142;3762;1085;2634;434;1133;919;2128;582;22660;2626;1514;3101;1669;749;1167;1136;1524;1114;847;721;1027;2293;7305;7124;1264;1701;2692;3152;598;1115;1280;1048;1936;14020;4568;2716;3010;4234;998;2009;2792;12611;1758;1857;6297;539;591;1472;1192;1805;738;1131;8884;713;276;528;699;397;316;549;244;223;1087;715;290;21876;1539;9395;702;267;516;308;1648;354;566;2313;941;10998;5145;3473;851;3220
;35-44 år;7369;4769;6460;5925;12348;3871;17193;13913;2254;14244;6419;4629;1569;9643;3566;10810;151111;14291;15065;9085;14518;6088;1238;7208;7637;3541;2826;1019;3005;1615;2459;31692;5800;2267;848;1420;6884;1350;1489;3772;13314;4751;1710;577;323;1037;578;1182;2498;718;20679;18178;1718;4986;699;3404;793;1107;878;1873;3398;1895;17840;3827;4155;1254;2972;1977;1994;1045;989;1272;2441;2575;1191;12060;3207;575;669;1836;1447;1388;976;8721;2258;2952;3633;1672;985;6534;1327;7934;3334;3488;1837;1913;3867;2917;4555;1643;1188;1938;4380;3043;3445;2083;2304;1861;2170;1608;1499;1537;875;2032;2148;1575;54770;16095;6182;19280;3062;4497;3440;5678;10180;1614;5187;6057;1183;12933;2925;5385;8087;10317;5581;5919;1228;3364;1764;1450;847;1190;1358;511;681;4467;6178;1485;1291;543;632;734;450;1403;872;955;1966;4037;1190;1024;1786;1445;1286;952;86111;10091;5905;1404;6606;1677;4409;7091;5281;14510;2859;1179;2624;4611;2159;7071;1035;1358;3896;1436;955;1139;363;2339;361;1362;949;1071;1285;11403;2511;966;1088;2854;1460;1240;540;1982;886;605;410;19853;2834;1136;3147;1177;2640;406;1108;965;1838;610;20086;2630;1559;2948;1468;657;1085;1141;1725;1037;661;749;1178;2230;7465;6197;1314;1615;2537;3067;567;930;1187;917;1964;12442;4371;2376;2862;4037;848;1987;2817;11668;1721;1912;6433;532;543;1976;1110;1787;730;1069;7889;746;234;631;812;413;291;603;244;230;1086;634;251;17395;1327;8616;656;298;514;277;1498;329;466;2005;815;9333;4906;3098;908;2614
;45-54 år;6635;5339;7314;7069;10981;4658;16249;13175;2475;12906;7434;4075;1712;11032;4907;11122;125346;13591;15975;6538;9480;6967;1865;7367;6944;3856;3375;1213;2891;1605;2579;27328;5910;2532;1064;1474;6887;1315;1913;3987;13362;4994;1885;609;440;1196;670;1466;2701;852;19736;17746;1860;5574;892;3653;738;1295;921;1640;3858;1909;17367;3732;4349;1386;3359;2074;2319;1153;1018;1498;2357;2261;1238;11290;3698;656;848;1916;1554;1583;1137;8664;2367;3440;4280;1822;1158;7221;1576;8432;3615;3984;2229;1967;3797;2520;5704;1820;1263;2163;4989;3993;3263;2198;2464;2011;2249;1567;1618;1560;827;2320;2256;1896;42174;14670;5853;19478;3745;4644;3774;6030;10664;1996;5732;6458;1278;12552;3233;5489;8129;12541;6047;5371;1685;3837;1877;1889;1113;1256;1488;536;802;4368;6408;1515;1297;749;659;810;583;1437;1088;1018;1709;4466;1284;1154;2048;1635;1360;1045;71150;9629;6329;1629;6900;1714;4786;7225;5237;13976;3062;1499;2826;4982;2333;6526;1093;1522;3906;1448;1002;1367;462;2316;409;1428;1059;1262;1645;11395;2873;1168;1326;3130;1858;1003;680;1983;1205;701;545;19101;3064;1270;3758;1287;2830;497;1216;1064;1903;600;19888;2707;1578;2995;1614;840;1292;1164;1909;1253;798;807;1274;2468;7220;6133;1317;1798;2694;3053;689;1112;1317;1129;2241;12889;4968;3056;3083;4606;1084;2391;2873;12905;2106;2101;6879;549;757;2023;1238;1549;725;1213;7696;858;263;613;708;437;310;615;275;261;1079;704;322;15169;1333;9023;649;297;512;305;1952;427;571;1901;962;9677;5342;3363;1002;2668
;55-64 år;5380;4204;5860;6010;8934;3719;12857;10687;1884;10305;6194;3313;1377;8894;3991;8942;111992;12130;12665;5394;8408;5677;1688;9148;5776;3822;2763;1323;1966;1990;2785;24143;5908;3002;1237;1444;7081;1507;2202;4363;12950;4847;1920;705;541;1350;789;1530;2882;1103;17870;17071;1921;5693;1082;3331;952;1198;875;1284;3950;1751;15991;3892;4515;1453;3477;2194;2225;1217;1024;1682;2421;2079;1261;10158;3744;826;1046;2010;2070;1791;1324;8101;2724;3387;4999;2069;1662;8373;1895;7737;3637;4296;2436;1728;2859;2225;4897;1833;1456;1992;3593;2950;2435;2136;2836;2099;2285;1821;1638;1663;961;2320;1821;2258;36281;12649;5671;17972;3640;4189;4182;6179;10567;2936;5576;6717;1380;12402;3473;5940;8399;10944;4683;4612;1935;3447;2346;2312;1343;1380;1811;614;907;3571;4896;1469;1179;803;773;921;817;1631;1340;1286;1881;4561;1483;1266;2103;1894;1442;1339;64148;7987;6186;2052;7147;1605;5163;7159;4841;13252;3246;1697;3332;5248;2431;6601;1170;1752;4175;1522;1221;1667;599;1918;540;1456;1294;1305;1996;11115;3377;1370;1879;3323;2148;964;856;2011;1386;961;710;16890;2384;1717;3923;1356;3061;692;1325;1206;2123;810;18615;2944;1657;3399;1917;950;1396;1412;2159;1517;983;1015;1590;2632;6865;6236;1444;2210;2919;3343;863;1373;1548;1330;2503;12761;5036;3542;3496;4879;1433;2346;3132;12286;2688;2601;6951;796;983;1917;1624;1436;1002;1451;7479;896;295;676;923;564;434;853;365;350;1059;880;369;13469;1548;9212;868;418;741;500;2217;610;803;2493;1051;9897;5333;3576;1322;3088
